Club,Año,Formation,sum(Min),sum(Sh),sum(G),sum(ShA),sum(GA),Edad,Valor plantilla (mill. €),Amarillas,Rojas,Posesión (%),Acierto Pase (%),Rating,Pais
Athletic Club,2018,4-2-3-1,2796,301,32,304,32,26.8,234.25,117,5,49.7,76.9,6.68,España
Athletic Club,2018,4-3-3,565,71,8,59,9,26.8,234.25,117,5,49.7,76.9,6.68,España
Athletic Club,2018,3-5-2,94,11,0,17,3,26.8,234.25,117,5,49.7,76.9,6.68,España
Athletic Club,2018,3-4-3,93,4,1,14,0,26.8,234.25,117,5,49.7,76.9,6.68,España
Athletic Club,2018,4-4-2,14,2,0,3,1,26.8,234.25,117,5,49.7,76.9,6.68,España
Atletico Madrid,2018,4-4-2,3136,392,52,382,25,24.2,969.70,97,5,49.3,80.6,6.9,España
Atletico Madrid,2018,4-3-1-2,125,17,2,18,2,24.2,969.70,97,5,49.3,80.6,6.9,España
Atletico Madrid,2018,4-2-3-1,107,12,0,13,0,24.2,969.70,97,5,49.3,80.6,6.9,España
Atletico Madrid,2018,3-5-2,61,8,0,7,0,24.2,969.70,97,5,49.3,80.6,6.9,España
Atletico Madrid,2018,4-5-1,53,6,0,12,2,24.2,969.70,97,5,49.3,80.6,6.9,España
Atletico Madrid,2018,4-3-3,37,6,0,2,0,24.2,969.70,97,5,49.3,80.6,6.9,España
Atletico Madrid,2018,3-4-3,21,5,1,2,0,24.2,969.70,97,5,49.3,80.6,6.9,España
Augsburg,2018,4-3-3,1352,194,25,227,31,24.9,139.25,55,1,46.8,74.5,6.65,Alemania
Augsburg,2018,3-4-3,601,92,4,105,11,24.9,139.25,55,1,46.8,74.5,6.65,Alemania
Augsburg,2018,4-2-3-1,529,85,10,68,8,24.9,139.25,55,1,46.8,74.5,6.65,Alemania
Augsburg,2018,4-5-1,342,44,5,52,7,24.9,139.25,55,1,46.8,74.5,6.65,Alemania
Augsburg,2018,4-4-2,174,22,4,28,4,24.9,139.25,55,1,46.8,74.5,6.65,Alemania
Augsburg,2018,3-5-2,53,5,2,15,6,24.9,139.25,55,1,46.8,74.5,6.65,Alemania
Augsburg,2018,5-4-1,53,8,1,15,3,24.9,139.25,55,1,46.8,74.5,6.65,Alemania
Augsburg,2018,4-3-1-2,45,5,0,11,1,24.9,139.25,55,1,46.8,74.5,6.65,Alemania
Augsburg,2018,5-3-2,14,0,0,2,0,24.9,139.25,55,1,46.8,74.5,6.65,Alemania
Barcelona,2018,4-3-3,2857,450,70,341,34,24.7,1.16,75,2,61.4,88.3,6.99,España
Barcelona,2018,4-4-2,398,60,9,36,2,24.7,1.16,75,2,61.4,88.3,6.99,España
Barcelona,2018,3-5-2,185,26,5,26,0,24.7,1.16,75,2,61.4,88.3,6.99,España
Barcelona,2018,4-2-3-1,64,16,5,10,0,24.7,1.16,75,2,61.4,88.3,6.99,España
Barcelona,2018,4-3-1-2,41,12,1,0,0,24.7,1.16,75,2,61.4,88.3,6.99,España
Bayer Leverkusen,2018,4-3-3,1425,250,32,149,21,24.6,429.40,50,1,57.7,84.4,6.88,Alemania
Bayer Leverkusen,2018,4-2-3-1,1126,175,17,166,17,24.6,429.40,50,1,57.7,84.4,6.88,Alemania
Bayer Leverkusen,2018,3-4-3,379,69,18,43,8,24.6,429.40,50,1,57.7,84.4,6.88,Alemania
Bayer Leverkusen,2018,5-3-2,95,3,1,15,3,24.6,429.40,50,1,57.7,84.4,6.88,Alemania
Bayer Leverkusen,2018,4-4-2,71,6,0,10,3,24.6,429.40,50,1,57.7,84.4,6.88,Alemania
Bayer Leverkusen,2018,3-5-2,43,12,1,9,0,24.6,429.40,50,1,57.7,84.4,6.88,Alemania
Bayer Leverkusen,2018,4-3-1-2,11,2,0,1,0,24.6,429.40,50,1,57.7,84.4,6.88,Alemania
Bayern Munich,2018,4-2-3-1,1529,307,49,118,15,25.7,784.88,40,2,62.2,87.5,7.03,Alemania
Bayern Munich,2018,4-3-3,1308,249,30,121,16,25.7,784.88,40,2,62.2,87.5,7.03,Alemania
Bayern Munich,2018,4-5-1,259,67,9,14,1,25.7,784.88,40,2,62.2,87.5,7.03,Alemania
Bayern Munich,2018,4-4-2,60,14,0,5,0,25.7,784.88,40,2,62.2,87.5,7.03,Alemania
Bologna,2018,3-5-2,1330,164,10,220,22,25.0,119.68,87,6,46.2,77.9,6.67,Italia
Bologna,2018,4-2-3-1,1211,196,28,160,15,25.0,119.68,87,6,46.2,77.9,6.67,Italia
Bologna,2018,4-3-3,634,93,5,101,14,25.0,119.68,87,6,46.2,77.9,6.67,Italia
Bologna,2018,4-4-2,127,25,2,13,1,25.0,119.68,87,6,46.2,77.9,6.67,Italia
Bologna,2018,3-4-3,106,8,0,17,2,25.0,119.68,87,6,46.2,77.9,6.67,Italia
Bologna,2018,4-5-1,94,8,1,16,0,25.0,119.68,87,6,46.2,77.9,6.67,Italia
Bologna,2018,4-3-1-2,48,5,2,7,1,25.0,119.68,87,6,46.2,77.9,6.67,Italia
Bologna,2018,5-3-2,19,2,0,5,1,25.0,119.68,87,6,46.2,77.9,6.67,Italia
Bordeaux,2018,4-2-3-1,1602,214,20,238,19,23.8,179.00,75,5,22.3,80.3,6.67,Francia
Bordeaux,2018,4-3-3,1194,144,9,143,10,23.8,179.00,75,5,22.3,80.3,6.67,Francia
Bordeaux,2018,3-4-3,471,52,5,64,9,23.8,179.00,75,5,22.3,80.3,6.67,Francia
Bordeaux,2018,4-5-1,239,13,0,46,3,23.8,179.00,75,5,22.3,80.3,6.67,Francia
Bordeaux,2018,4-4-2,70,5,0,7,1,23.8,179.00,75,5,22.3,80.3,6.67,Francia
Borussia Dortmund,2018,4-2-3-1,2655,393,71,286,35,24.4,643.25,40,3,56.8,86.0,6.93,Alemania
Borussia Dortmund,2018,4-3-3,366,46,8,42,6,24.4,643.25,40,3,56.8,86.0,6.93,Alemania
Borussia Dortmund,2018,4-4-2,99,7,1,16,1,24.4,643.25,40,3,56.8,86.0,6.93,Alemania
Borussia Dortmund,2018,4-3-1-2,23,1,1,2,1,24.4,643.25,40,3,56.8,86.0,6.93,Alemania
Borussia Dortmund,2018,4-5-1,11,2,0,1,0,24.4,643.25,40,3,56.8,86.0,6.93,Alemania
Borussia Dortmund,2018,5-4-1,5,0,0,1,1,24.4,643.25,40,3,56.8,86.0,6.93,Alemania
Borussia Dortmund,2018,3-4-3,3,0,0,2,0,24.4,643.25,40,3,56.8,86.0,6.93,Alemania
Borussia M.Gladbach,2018,4-3-3,2628,381,50,361,35,25.2,264.30,43,0,52.3,84.3,6.76,Alemania
Borussia M.Gladbach,2018,3-5-2,424,62,3,77,5,25.2,264.30,43,0,52.3,84.3,6.76,Alemania
Borussia M.Gladbach,2018,4-2-3-1,47,10,1,6,1,25.2,264.30,43,0,52.3,84.3,6.76,Alemania
Borussia M.Gladbach,2018,4-4-2,27,3,1,4,0,25.2,264.30,43,0,52.3,84.3,6.76,Alemania
Borussia M.Gladbach,2018,3-4-3,22,3,0,4,1,25.2,264.30,43,0,52.3,84.3,6.76,Alemania
Bournemouth,2018,4-4-2,1760,218,34,245,31,25.7,310.00,60,1,47.7,78.1,6.68,Inglaterra
Bournemouth,2018,4-5-1,779,114,11,122,15,25.7,310.00,60,1,47.7,78.1,6.68,Inglaterra
Bournemouth,2018,3-4-3,461,67,3,69,9,25.7,310.00,60,1,47.7,78.1,6.68,Inglaterra
Bournemouth,2018,4-3-3,195,20,3,25,6,25.7,310.00,60,1,47.7,78.1,6.68,Inglaterra
Bournemouth,2018,5-4-1,179,4,1,38,4,25.7,310.00,60,1,47.7,78.1,6.68,Inglaterra
Bournemouth,2018,3-5-2,99,11,2,10,3,25.7,310.00,60,1,47.7,78.1,6.68,Inglaterra
Bournemouth,2018,4-2-3-1,69,8,2,8,1,25.7,310.00,60,1,47.7,78.1,6.68,Inglaterra
Bournemouth,2018,4-3-1-2,22,5,0,0,0,25.7,310.00,60,1,47.7,78.1,6.68,Inglaterra
Bournemouth,2018,5-3-2,12,0,0,7,1,25.7,310.00,60,1,47.7,78.1,6.68,Inglaterra
Brighton,2018,4-5-1,1886,172,23,319,31,25.8,194.35,60,4,44.1,74.8,6.61,Inglaterra
Brighton,2018,4-3-3,1483,170,10,241,28,25.8,194.35,60,4,44.1,74.8,6.61,Inglaterra
Brighton,2018,4-4-2,184,29,2,22,1,25.8,194.35,60,4,44.1,74.8,6.61,Inglaterra
Burnley,2018,4-4-2,2604,281,34,467,43,28.1,197.25,75,1,43.4,70.3,6.7,Inglaterra
Burnley,2018,4-5-1,704,61,9,154,18,28.1,197.25,75,1,43.4,70.3,6.7,Inglaterra
Burnley,2018,5-3-2,162,12,2,18,6,28.1,197.25,75,1,43.4,70.3,6.7,Inglaterra
Burnley,2018,5-4-1,94,4,0,15,1,28.1,197.25,75,1,43.4,70.3,6.7,Inglaterra
Burnley,2018,4-3-1-2,9,3,0,2,0,28.1,197.25,75,1,43.4,70.3,6.7,Inglaterra
Burnley,2018,4-3-3,4,0,0,1,0,28.1,197.25,75,1,43.4,70.3,6.7,Inglaterra
Caen,2018,4-2-3-1,1766,186,18,261,25,24.8,67.55,75,6,45.8,76.4,6.59,Francia
Caen,2018,4-3-3,873,66,7,147,17,24.8,67.55,75,6,45.8,76.4,6.59,Francia
Caen,2018,4-4-2,432,42,3,56,6,24.8,67.55,75,6,45.8,76.4,6.59,Francia
Caen,2018,5-3-2,190,21,1,28,2,24.8,67.55,75,6,45.8,76.4,6.59,Francia
Caen,2018,4-5-1,153,7,0,19,2,24.8,67.55,75,6,45.8,76.4,6.59,Francia
Caen,2018,3-5-2,134,11,0,22,2,24.8,67.55,75,6,45.8,76.4,6.59,Francia
Caen,2018,5-4-1,37,2,0,10,0,24.8,67.55,75,6,45.8,76.4,6.59,Francia
Cagliari,2018,4-3-1-2,3176,402,33,508,44,25.9,155.38,90,9,49.4,79.0,6.62,Italia
Cagliari,2018,4-4-2,172,17,0,31,5,25.9,155.38,90,9,49.4,79.0,6.62,Italia
Cagliari,2018,5-3-2,101,4,1,26,2,25.9,155.38,90,9,49.4,79.0,6.62,Italia
Cagliari,2018,4-5-1,71,1,0,15,2,25.9,155.38,90,9,49.4,79.0,6.62,Italia
Cagliari,2018,3-5-2,48,6,1,11,1,25.9,155.38,90,9,49.4,79.0,6.62,Italia
Cagliari,2018,4-2-3-1,24,5,1,4,0,25.9,155.38,90,9,49.4,79.0,6.62,Italia
Cardiff,2018,4-3-3,1341,136,10,194,22,27.3,113.00,66,1,39.1,63.9,6.62,Inglaterra
Cardiff,2018,4-5-1,1024,135,13,179,28,27.3,113.00,66,1,39.1,63.9,6.62,Inglaterra
Cardiff,2018,4-2-3-1,468,54,5,70,4,27.3,113.00,66,1,39.1,63.9,6.62,Inglaterra
Cardiff,2018,3-5-2,238,31,4,34,2,27.3,113.00,66,1,39.1,63.9,6.62,Inglaterra
Cardiff,2018,4-4-2,211,27,2,36,6,27.3,113.00,66,1,39.1,63.9,6.62,Inglaterra
Cardiff,2018,3-4-3,114,14,0,14,5,27.3,113.00,66,1,39.1,63.9,6.62,Inglaterra
Cardiff,2018,5-4-1,94,9,0,31,0,27.3,113.00,66,1,39.1,63.9,6.62,Inglaterra
Cardiff,2018,4-3-1-2,93,12,0,13,2,27.3,113.00,66,1,39.1,63.9,6.62,Inglaterra
Celta Vigo,2018,4-4-2,1622,228,30,194,30,25.3,234.10,74,6,51.5,81.8,6.69,España
Celta Vigo,2018,4-2-3-1,836,96,9,128,16,25.3,234.10,74,6,51.5,81.8,6.69,España
Celta Vigo,2018,3-4-3,480,61,6,68,8,25.3,234.10,74,6,51.5,81.8,6.69,España
Celta Vigo,2018,4-3-3,248,33,5,31,4,25.3,234.10,74,6,51.5,81.8,6.69,España
Celta Vigo,2018,5-4-1,106,4,0,18,1,25.3,234.10,74,6,51.5,81.8,6.69,España
Celta Vigo,2018,4-3-1-2,104,11,3,15,1,25.3,234.10,74,6,51.5,81.8,6.69,España
Celta Vigo,2018,4-5-1,95,7,0,14,1,25.3,234.10,74,6,51.5,81.8,6.69,España
Celta Vigo,2018,5-3-2,85,12,0,13,1,25.3,234.10,74,6,51.5,81.8,6.69,España
Chelsea,2018,4-3-3,3542,599,62,346,39,25.6,1.17,49,0,59.9,87.6,6.89,Inglaterra
Chelsea,2018,4-2-3-1,41,9,1,2,0,25.6,1.17,49,0,59.9,87.6,6.89,Inglaterra
Chievo,2018,4-3-1-2,1784,219,12,279,32,24.7,54.70,104,7,44.7,78.1,6.48,Italia
Chievo,2018,3-5-2,927,93,8,152,20,24.7,54.70,104,7,44.7,78.1,6.48,Italia
Chievo,2018,4-3-3,305,26,3,69,11,24.7,54.70,104,7,44.7,78.1,6.48,Italia
Chievo,2018,4-4-2,193,22,1,40,4,24.7,54.70,104,7,44.7,78.1,6.48,Italia
Chievo,2018,5-3-2,160,10,0,26,5,24.7,54.70,104,7,44.7,78.1,6.48,Italia
Chievo,2018,4-5-1,96,9,0,20,2,24.7,54.70,104,7,44.7,78.1,6.48,Italia
Chievo,2018,3-4-3,83,9,1,14,1,24.7,54.70,104,7,44.7,78.1,6.48,Italia
Chievo,2018,4-2-3-1,10,1,0,0,0,24.7,54.70,104,7,44.7,78.1,6.48,Italia
Crystal Palace,2018,4-4-2,1983,291,26,279,28,26.4,289.00,58,2,46.6,76.8,6.78,Inglaterra
Crystal Palace,2018,4-3-3,1102,164,14,151,13,26.4,289.00,58,2,46.6,76.8,6.78,Inglaterra
Crystal Palace,2018,4-5-1,506,41,11,96,12,26.4,289.00,58,2,46.6,76.8,6.78,Inglaterra
Dijon,2018,4-3-3,1158,153,12,178,21,25.8,65.80,71,7,48.3,78.2,6.59,Francia
Dijon,2018,4-2-3-1,1142,158,13,153,13,25.8,65.80,71,7,48.3,78.2,6.59,Francia
Dijon,2018,3-4-3,483,62,2,72,9,25.8,65.80,71,7,48.3,78.2,6.59,Francia
Dijon,2018,4-5-1,283,27,4,54,4,25.8,65.80,71,7,48.3,78.2,6.59,Francia
Dijon,2018,5-3-2,269,22,0,54,8,25.8,65.80,71,7,48.3,78.2,6.59,Francia
Dijon,2018,4-4-2,110,16,0,12,1,25.8,65.80,71,7,48.3,78.2,6.59,Francia
Dijon,2018,4-3-1-2,94,13,0,14,2,25.8,65.80,71,7,48.3,78.2,6.59,Francia
Dijon,2018,3-5-2,24,2,0,7,2,25.8,65.80,71,7,48.3,78.2,6.59,Francia
Eibar,2018,4-4-2,2681,414,40,234,38,27.6,93.90,79,2,52.0,72.7,6.7,España
Eibar,2018,4-2-3-1,786,110,5,89,8,27.6,93.90,79,2,52.0,72.7,6.7,España
Eibar,2018,4-3-3,101,4,1,10,4,27.6,93.90,79,2,52.0,72.7,6.7,España
Eintracht Frankfurt,2018,3-5-2,2733,372,52,380,34,24.8,313.40,56,3,47.6,73.1,6.83,Alemania
Eintracht Frankfurt,2018,4-2-3-1,350,29,4,58,6,24.8,313.40,56,3,47.6,73.1,6.83,Alemania
Eintracht Frankfurt,2018,3-4-3,36,4,1,10,6,24.8,313.40,56,3,47.6,73.1,6.83,Alemania
Eintracht Frankfurt,2018,4-4-2,32,10,1,4,1,24.8,313.40,56,3,47.6,73.1,6.83,Alemania
Eintracht Frankfurt,2018,4-3-3,13,4,2,2,0,24.8,313.40,56,3,47.6,73.1,6.83,Alemania
Eintracht Frankfurt,2018,4-3-1-2,9,0,0,3,1,24.8,313.40,56,3,47.6,73.1,6.83,Alemania
Empoli,2018,3-5-2,1326,150,23,255,23,24.1,105.60,72,3,48.2,81.5,6.6,Italia
Empoli,2018,5-3-2,850,104,12,133,16,24.1,105.60,72,3,48.2,81.5,6.6,Italia
Empoli,2018,4-3-1-2,790,121,10,126,16,24.1,105.60,72,3,48.2,81.5,6.6,Italia
Empoli,2018,4-3-3,492,73,4,102,11,24.1,105.60,72,3,48.2,81.5,6.6,Italia
Empoli,2018,3-4-3,104,13,2,13,4,24.1,105.60,72,3,48.2,81.5,6.6,Italia
Empoli,2018,4-2-3-1,7,0,0,2,0,24.1,105.60,72,3,48.2,81.5,6.6,Italia
Empoli,2018,5-4-1,5,0,0,2,0,24.1,105.60,72,3,48.2,81.5,6.6,Italia
Espanyol,2018,4-3-3,2622,359,36,370,36,26.8,174.70,87,2,49.6,80.0,6.69,España
Espanyol,2018,4-4-2,502,68,9,78,6,26.8,174.70,87,2,49.6,80.0,6.69,España
Espanyol,2018,5-3-2,181,14,1,29,2,26.8,174.70,87,2,49.6,80.0,6.69,España
Espanyol,2018,4-5-1,96,15,0,17,4,26.8,174.70,87,2,49.6,80.0,6.69,España
Espanyol,2018,4-2-3-1,93,12,1,10,0,26.8,174.70,87,2,49.6,80.0,6.69,España
Espanyol,2018,4-3-1-2,66,8,1,11,1,26.8,174.70,87,2,49.6,80.0,6.69,España
Espanyol,2018,5-4-1,17,0,0,5,1,26.8,174.70,87,2,49.6,80.0,6.69,España
Everton,2018,4-2-3-1,2439,351,36,260,28,26.0,529.10,55,4,51.0,77.3,6.77,Inglaterra
Everton,2018,4-4-2,369,70,8,37,5,26.0,529.10,55,4,51.0,77.3,6.77,Inglaterra
Everton,2018,4-5-1,338,31,3,48,3,26.0,529.10,55,4,51.0,77.3,6.77,Inglaterra
Everton,2018,3-4-3,188,20,5,28,4,26.0,529.10,55,4,51.0,77.3,6.77,Inglaterra
Everton,2018,4-3-3,171,18,2,16,3,26.0,529.10,55,4,51.0,77.3,6.77,Inglaterra
Everton,2018,5-4-1,62,2,0,13,3,26.0,529.10,55,4,51.0,77.3,6.77,Inglaterra
Everton,2018,3-5-2,21,5,0,2,0,26.0,529.10,55,4,51.0,77.3,6.77,Inglaterra
Fiorentina,2018,4-3-3,2275,377,34,294,26,22.9,315.33,88,5,50.4,79.2,6.71,Italia
Fiorentina,2018,3-4-3,416,53,1,59,5,22.9,315.33,88,5,50.4,79.2,6.71,Italia
Fiorentina,2018,3-5-2,400,76,4,39,3,22.9,315.33,88,5,50.4,79.2,6.71,Italia
Fiorentina,2018,4-4-2,187,30,2,31,5,22.9,315.33,88,5,50.4,79.2,6.71,Italia
Fiorentina,2018,4-3-1-2,140,21,4,22,3,22.9,315.33,88,5,50.4,79.2,6.71,Italia
Fiorentina,2018,4-2-3-1,130,25,1,14,1,22.9,315.33,88,5,50.4,79.2,6.71,Italia
Fiorentina,2018,5-3-2,15,2,0,4,2,22.9,315.33,88,5,50.4,79.2,6.71,Italia
Fiorentina,2018,4-5-1,14,0,0,3,0,22.9,315.33,88,5,50.4,79.2,6.71,Italia
Fiorentina,2018,5-4-1,12,1,1,4,0,22.9,315.33,88,5,50.4,79.2,6.71,Italia
Fortuna Duesseldorf,2018,4-3-3,1115,145,16,165,28,26.3,94.95,67,1,44.4,77.4,6.67,Alemania
Fortuna Duesseldorf,2018,4-4-2,748,115,15,109,8,26.3,94.95,67,1,44.4,77.4,6.67,Alemania
Fortuna Duesseldorf,2018,5-3-2,422,57,4,86,6,26.3,94.95,67,1,44.4,77.4,6.67,Alemania
Fortuna Duesseldorf,2018,4-5-1,325,44,6,44,9,26.3,94.95,67,1,44.4,77.4,6.67,Alemania
Fortuna Duesseldorf,2018,4-2-3-1,321,23,4,46,9,26.3,94.95,67,1,44.4,77.4,6.67,Alemania
Fortuna Duesseldorf,2018,3-5-2,214,30,3,39,5,26.3,94.95,67,1,44.4,77.4,6.67,Alemania
Fortuna Duesseldorf,2018,5-4-1,18,4,1,2,0,26.3,94.95,67,1,44.4,77.4,6.67,Alemania
Freiburg,2018,4-4-2,1320,170,26,219,21,25.0,122.10,51,3,45.4,78.2,6.64,Alemania
Freiburg,2018,3-4-3,482,88,4,73,11,25.0,122.10,51,3,45.4,78.2,6.64,Alemania
Freiburg,2018,4-2-3-1,392,52,7,70,9,25.0,122.10,51,3,45.4,78.2,6.64,Alemania
Freiburg,2018,4-5-1,228,31,3,50,6,25.0,122.10,51,3,45.4,78.2,6.64,Alemania
Freiburg,2018,4-3-1-2,220,37,1,36,6,25.0,122.10,51,3,45.4,78.2,6.64,Alemania
Freiburg,2018,3-5-2,194,27,3,23,3,25.0,122.10,51,3,45.4,78.2,6.64,Alemania
Freiburg,2018,5-3-2,117,11,1,19,2,25.0,122.10,51,3,45.4,78.2,6.64,Alemania
Freiburg,2018,4-3-3,111,5,1,20,1,25.0,122.10,51,3,45.4,78.2,6.64,Alemania
Freiburg,2018,5-4-1,108,6,0,15,2,25.0,122.10,51,3,45.4,78.2,6.64,Alemania
Frosinone,2018,3-5-2,1988,248,19,346,39,25.8,54.53,99,2,43.1,76.5,6.51,Italia
Frosinone,2018,3-4-3,813,114,8,147,14,25.8,54.53,99,2,43.1,76.5,6.51,Italia
Frosinone,2018,5-3-2,556,49,0,114,16,25.8,54.53,99,2,43.1,76.5,6.51,Italia
Frosinone,2018,4-4-2,119,22,1,21,0,25.8,54.53,99,2,43.1,76.5,6.51,Italia
Frosinone,2018,4-3-3,49,11,1,2,0,25.8,54.53,99,2,43.1,76.5,6.51,Italia
Frosinone,2018,4-3-1-2,24,7,0,4,0,25.8,54.53,99,2,43.1,76.5,6.51,Italia
Frosinone,2018,4-2-3-1,22,5,0,2,0,25.8,54.53,99,2,43.1,76.5,6.51,Italia
Fulham,2018,4-2-3-1,1274,192,15,208,28,25.7,254.25,68,2,49.2,80.3,6.56,Inglaterra
Fulham,2018,4-3-3,833,102,10,156,19,25.7,254.25,68,2,49.2,80.3,6.56,Inglaterra
Fulham,2018,3-4-3,743,91,7,94,20,25.7,254.25,68,2,49.2,80.3,6.56,Inglaterra
Fulham,2018,4-5-1,182,16,1,39,5,25.7,254.25,68,2,49.2,80.3,6.56,Inglaterra
Fulham,2018,4-3-1-2,166,20,0,29,4,25.7,254.25,68,2,49.2,80.3,6.56,Inglaterra
Fulham,2018,4-4-2,113,17,1,12,2,25.7,254.25,68,2,49.2,80.3,6.56,Inglaterra
Fulham,2018,5-3-2,111,8,0,22,1,25.7,254.25,68,2,49.2,80.3,6.56,Inglaterra
Fulham,2018,5-4-1,83,5,0,22,2,25.7,254.25,68,2,49.2,80.3,6.56,Inglaterra
Fulham,2018,3-5-2,47,4,0,6,0,25.7,254.25,68,2,49.2,80.3,6.56,Inglaterra
Genoa,2018,3-5-2,1693,231,21,280,33,23.8,191.73,92,7,44.7,75.1,6.64,Italia
Genoa,2018,4-3-3,434,75,4,53,5,23.8,191.73,92,7,44.7,75.1,6.64,Italia
Genoa,2018,4-5-1,428,53,5,73,8,23.8,191.73,92,7,44.7,75.1,6.64,Italia
Genoa,2018,4-4-2,421,74,3,45,5,23.8,191.73,92,7,44.7,75.1,6.64,Italia
Genoa,2018,4-3-1-2,390,70,6,42,4,23.8,191.73,92,7,44.7,75.1,6.64,Italia
Genoa,2018,5-3-2,108,19,0,16,1,23.8,191.73,92,7,44.7,75.1,6.64,Italia
Genoa,2018,3-4-3,49,4,0,9,1,23.8,191.73,92,7,44.7,75.1,6.64,Italia
Genoa,2018,4-2-3-1,30,9,0,2,0,23.8,191.73,92,7,44.7,75.1,6.64,Italia
Getafe,2018,4-4-2,3330,374,45,367,33,27.3,132.20,104,7,43.0,63.7,6.69,España
Getafe,2018,4-3-1-2,104,13,2,5,0,27.3,132.20,104,7,43.0,63.7,6.69,España
Getafe,2018,4-5-1,84,15,1,6,1,27.3,132.20,104,7,43.0,63.7,6.69,España
Getafe,2018,4-3-3,57,1,0,5,1,27.3,132.20,104,7,43.0,63.7,6.69,España
Girona,2018,3-4-3,1431,150,15,230,16,25.9,97.25,79,4,48.5,78.6,6.65,España
Girona,2018,4-3-3,983,115,9,117,13,25.9,97.25,79,4,48.5,78.6,6.65,España
Girona,2018,4-2-3-1,418,58,5,48,6,25.9,97.25,79,4,48.5,78.6,6.65,España
Girona,2018,3-5-2,383,38,4,61,11,25.9,97.25,79,4,48.5,78.6,6.65,España
Girona,2018,5-3-2,137,13,2,31,3,25.9,97.25,79,4,48.5,78.6,6.65,España
Girona,2018,4-3-1-2,126,16,1,21,3,25.9,97.25,79,4,48.5,78.6,6.65,España
Girona,2018,4-4-2,80,10,1,15,1,25.9,97.25,79,4,48.5,78.6,6.65,España
Girona,2018,5-4-1,19,1,0,4,0,25.9,97.25,79,4,48.5,78.6,6.65,España
Guingamp,2018,4-3-3,1377,123,11,195,34,25.3,70.65,58,5,45.4,75.2,6.55,Francia
Guingamp,2018,4-2-3-1,1363,215,12,181,25,25.3,70.65,58,5,45.4,75.2,6.55,Francia
Guingamp,2018,5-4-1,405,32,1,45,6,25.3,70.65,58,5,45.4,75.2,6.55,Francia
Guingamp,2018,4-5-1,188,20,2,22,2,25.3,70.65,58,5,45.4,75.2,6.55,Francia
Guingamp,2018,3-4-3,95,11,1,11,0,25.3,70.65,58,5,45.4,75.2,6.55,Francia
Guingamp,2018,4-4-2,67,9,0,8,1,25.3,70.65,58,5,45.4,75.2,6.55,Francia
Guingamp,2018,5-3-2,50,5,1,6,0,25.3,70.65,58,5,45.4,75.2,6.55,Francia
Hannover 96,2018,4-4-2,591,69,6,100,13,25.7,91.43,59,4,47.4,76.8,6.57,Alemania
Hannover 96,2018,3-5-2,569,80,8,86,15,25.7,91.43,59,4,47.4,76.8,6.57,Alemania
Hannover 96,2018,3-4-3,497,76,5,82,8,25.7,91.43,59,4,47.4,76.8,6.57,Alemania
Hannover 96,2018,4-3-3,466,66,3,73,8,25.7,91.43,59,4,47.4,76.8,6.57,Alemania
Hannover 96,2018,4-3-1-2,324,29,4,80,6,25.7,91.43,59,4,47.4,76.8,6.57,Alemania
Hannover 96,2018,4-2-3-1,288,30,2,49,6,25.7,91.43,59,4,47.4,76.8,6.57,Alemania
Hannover 96,2018,5-4-1,183,10,1,43,7,25.7,91.43,59,4,47.4,76.8,6.57,Alemania
Hannover 96,2018,4-5-1,144,16,2,22,5,25.7,91.43,59,4,47.4,76.8,6.57,Alemania
Hannover 96,2018,5-3-2,98,6,0,36,3,25.7,91.43,59,4,47.4,76.8,6.57,Alemania
Hertha Berlin,2018,4-2-3-1,1719,229,29,276,27,24.4,207.63,61,5,48.6,78.4,6.74,Alemania
Hertha Berlin,2018,3-5-2,830,95,8,134,18,24.4,207.63,61,5,48.6,78.4,6.74,Alemania
Hertha Berlin,2018,3-4-3,193,21,3,33,2,24.4,207.63,61,5,48.6,78.4,6.74,Alemania
Hertha Berlin,2018,4-5-1,145,24,3,23,6,24.4,207.63,61,5,48.6,78.4,6.74,Alemania
Hertha Berlin,2018,4-4-2,103,15,1,10,3,24.4,207.63,61,5,48.6,78.4,6.74,Alemania
Hertha Berlin,2018,4-3-3,92,5,2,14,0,24.4,207.63,61,5,48.6,78.4,6.74,Alemania
Hertha Berlin,2018,5-3-2,90,16,3,14,1,24.4,207.63,61,5,48.6,78.4,6.74,Alemania
Hoffenheim,2018,3-5-2,1537,278,31,225,28,24.4,336.25,65,2,52.8,82.0,6.87,Alemania
Hoffenheim,2018,3-4-3,638,154,11,86,6,24.4,336.25,65,2,52.8,82.0,6.87,Alemania
Hoffenheim,2018,4-3-3,420,67,13,85,8,24.4,336.25,65,2,52.8,82.0,6.87,Alemania
Hoffenheim,2018,4-3-1-2,299,49,4,31,3,24.4,336.25,65,2,52.8,82.0,6.87,Alemania
Hoffenheim,2018,4-4-2,189,47,10,24,2,24.4,336.25,65,2,52.8,82.0,6.87,Alemania
Hoffenheim,2018,4-5-1,54,11,0,13,4,24.4,336.25,65,2,52.8,82.0,6.87,Alemania
Hoffenheim,2018,5-4-1,34,8,1,6,1,24.4,336.25,65,2,52.8,82.0,6.87,Alemania
Huddersfield,2018,4-2-3-1,892,121,7,115,14,25.3,137.45,55,4,47.1,75.8,6.47,Inglaterra
Huddersfield,2018,3-4-3,673,83,4,82,9,25.3,137.45,55,4,47.1,75.8,6.47,Inglaterra
