Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
9,4-1-2-1-2,93,20,0,16,2,1.88+1.88,2.04+0.04,-0.15,1.82,1.97,2018,Monaco
10,3-5-1-1,53,2,0,12,2,0.03+0.03,2.04+0.04,-2.00,0.06,3.46,2018,Monaco
11,3-4-1-2,49,5,1,4,1,0.24-0.76,0.71-0.29,-0.47,0.44,1.30,2018,Monaco
12,4-5-1,22,2,0,8,2,0.06+0.06,1.18-0.82,-1.12,0.25,4.83,2018,Monaco
1,4-2-3-1,1142,158,13,153,13,13.32+0.32,15.27+2.27,-1.95,1.05,1.20,2018,Dijon
2,4-3-3,880,110,6,128,14,8.23+2.23,14.44+0.44,-6.21,0.84,1.48,2018,Dijon
3,4-4-1-1,283,27,4,54,4,3.34-0.66,5.14+1.14,-1.80,1.06,1.63,2018,Dijon
4,4-1-4-1,278,43,6,50,7,5.62-0.38,7.15+0.15,-1.53,1.82,2.31,2018,Dijon
5,5-3-2,269,22,0,54,8,0.93+0.93,6.23-1.77,-5.30,0.31,2.09,2018,Dijon
6,3-4-3,241,23,2,46,5,3.04+1.04,5.83+0.83,-2.79,1.13,2.18,2018,Dijon
7,3-5-1-1,149,25,0,19,1,1.69+1.69,2.26+1.26,-0.57,1.02,1.37,2018,Dijon
8,4-4-2,110,16,0,12,1,0.67+0.67,0.78-0.22,-0.11,0.55,0.64,2018,Dijon
9,4-1-2-1-2,94,13,0,14,2,0.85+0.85,0.96-1.04,-0.11,0.81,0.92,2018,Dijon
10,3-4-2-1,93,14,0,7,3,1.05+1.05,0.75-2.25,0.30,1.02,0.72,2018,Dijon
11,3-5-2,24,2,0,7,2,0.07+0.07,1.07-0.93,-1.00,0.26,4.00,2018,Dijon
1,4-2-3-1,1766,186,18,261,25,16.73-1.27,30.20+5.20,-13.47,0.85,1.54,2018,Caen
2,4-3-3,452,42,2,67,6,2.35+0.35,6.76+0.76,-4.41,0.47,1.35,2018,Caen
3,4-1-4-1,421,24,5,80,11,1.85-3.15,11.49+0.49,-9.64,0.40,2.46,2018,Caen
4,4-4-2,408,35,2,52,6,3.00+1.00,7.00+1.00,-4.00,0.66,1.54,2018,Caen
5,5-3-2,190,21,1,28,2,1.85+0.85,2.08+0.08,-0.23,0.87,0.99,2018,Caen
6,4-5-1,115,5,0,17,2,0.16+0.16,2.91+0.91,-2.75,0.13,2.28,2018,Caen
7,3-4-1-2,86,5,0,10,1,0.19+0.19,0.76-0.24,-0.57,0.20,0.79,2018,Caen
8,3-1-4-2,48,6,0,12,1,0.53+0.53,0.98-0.02,-0.45,0.99,1.83,2018,Caen
9,4-4-1-1,38,2,0,2,0,0.08+0.08,0.40+0.40,-0.32,0.19,0.96,2018,Caen
10,5-4-1,37,2,0,10,0,0.06+0.06,1.48+1.48,-1.42,0.15,3.61,2018,Caen
11,4-2-2-2,24,7,1,4,0,0.53-0.47,0.33+0.33,0.20,1.99,1.24,2018,Caen
1,4-2-3-1,1363,215,12,181,25,18.73+6.73,21.40-3.60,-2.67,1.24,1.41,2018,Guingamp
2,4-3-3,700,58,4,99,15,6.61+2.61,10.65-4.35,-4.05,0.85,1.37,2018,Guingamp
3,4-1-4-1,677,65,7,96,19,7.09+0.09,14.06-4.94,-6.97,0.94,1.87,2018,Guingamp
4,5-4-1,405,32,1,45,6,2.20+1.20,4.91-1.09,-2.71,0.49,1.09,2018,Guingamp
5,4-4-1-1,188,20,2,22,2,2.47+0.47,1.49-0.51,0.98,1.18,0.71,2018,Guingamp
6,3-4-3,95,11,1,11,0,1.50+0.50,0.37+0.37,1.13,1.42,0.35,2018,Guingamp
7,4-4-2,67,9,0,8,1,0.58+0.58,2.12+1.12,-1.55,0.78,2.85,2018,Guingamp
8,5-3-2,50,5,1,6,0,0.71-0.29,0.93+0.93,-0.23,1.27,1.68,2018,Guingamp
